337,5001,0.56
352,5001,0.14
354,5001,0.239
369,5001,0.363
370,5001,0.493
371,5001,0.49
413,5001,0.244
422,5001,0.433
450,5001,0.701
454,5001,0.147
467,5001,0.69
518,5001,0.412
568,5001,0.341
580,5001,0.455
701,5001,0.475
720,5001,0.49
722,5001,0.367
731,5001,0.512
770,5001,0.475
820,5001,1
821,5001,0.445
865,5001,1
869,5001,0.512
901,5001,0.529
918,5001,0.568
936,5001,1
938,5001,0.69
951,5001,0.481
957,5001,0.528
983,5001,0.363
996,5001,0.301
1006,5001,0.486
1021,5001,0.375
1040,5001,0.508
1045,5001,0.452
1050,5001,0.451
1054,5001,1
1127,5001,0.492
1134,5001,0.464
1144,5001,0.235
1146,5001,0.191
1154,5001,0.507
1221,5001,0.409
1222,5001,0.451
1250,5001,0.367
1260,5001,0.55
1265,5001,1
1283,5001,0.55
1284,5001,0.454
1301,5001,1
1305,5001,0.192
1329,5001,0.507
1360,5001,0.435
1361,5001,0.511
1364,5001,0.214
1443,5001,0.431
1444,5001,0.328
1475,5001,0.44
1513,5001,0.489
1523,5001,0.451
1553,5001,0.512
1573,5001,0.14
1574,5001,1
1576,5001,0.447
1586,5001,0.55
1588,5001,0.424
1602,5001,0.751
1608,5001,0.498
1616,5001,0.534
1632,5001,0.576
1660,5001,0.5
1688,5001,0.341
1716,5001,1
1721,5001,0.679
1736,5001,0.42
1738,5001,0.518
1747,5001,0.709
1768,5001,0.411
1809,5001,0.361
1834,5001,0.45
1863,5001,0.512
1869,5001,0.512
1880,5001,1
1901,5001,0.41
1902,5001,0.139
1909,5001,0.452
1940,5001,0.108
1953,5001,0.214
1959,5001,1
1965,5001,0.517
1994,5001,0.527
2039,5001,0.502
2072,5001,1
2074,5001,1
2105,5001,0.614
2107,5001,1
2111,5001,1
2131,5001,0.527
2138,5001,0.496
2170,5001,0.422
2174,5001,0.614
2176,5001,0.471
2179,5001,0.355
2199,5001,0.55
2205,5001,0.488
2215,5001,1
2266,5001,0.432
2274,5001,0.508
2305,5001,0.512
2332,5001,0.628
2333,5001,1
2369,5001,0.214
2377,5001,1
2436,5001,0.606
2461,5001,0.55
2508,5001,0.481
2544,5001,0.437
2570,5001,0.514
2598,5001,0.471
2619,5001,0.456
2628,5001,0.436
2663,5001,0.169
2721,5001,0.499
2784,5001,0.488
2788,5001,0.55
2800,5001,0.228
2824,5001,0.052
2835,5001,0.531
2840,5001,0.42
2843,5001,0.452
2855,5001,0.445
2863,5001,0.452
2894,5001,0.234
2899,5001,0.512
2920,5001,0.138
2985,5001,0.282
2997,5001,0.497
3000,5001,0.429
3001,5001,0.44
3059,5001,0.438
3075,5001,0.426
3088,5001,0.69
3152,5001,1
3162,5001,0.436
3203,5001,0.498
3205,5001,1
3223,5001,0.386
3231,5001,0.427
3240,5001,0.475
3244,5001,0.209
3249,5001,1
3251,5001,0.46
3252,5001,1
3254,5001,0.47
3255,5001,0.398
3266,5001,0.474
3274,5001,0.246
3276,5001,0.468
3305,5001,0.275
3309,5001,0.586
3335,5001,0.604
3349,5001,0.472
3383,5001,0.69
3397,5001,0.46
3400,5001,0.455
3422,5001,0.519
3429,5001,0.609
3432,5001,0.478
3493,5001,0.455
3515,5001,0.481
3520,5001,0.367
3547,5001,0.427
3552,5001,0.463
3585,5001,0.262
3621,5001,0.273
3652,5001,0.532
3653,5001,0.498
3660,5001,0.52
3666,5001,0.531
3685,5001,0.387
3721,5001,0.583
3733,5001,0.572
3779,5001,0.635
3803,5001,0.214
3838,5001,0.355
3840,5001,0.512
3856,5001,0.458
3896,5001,0.412
3933,5001,0.052
3962,5001,0.528
3972,5001,0.493
3995,5001,0.583
4002,5001,0.47
4021,5001,0.502
4074,5001,0.921
4090,5001,0.532
4144,5001,0.577
4176,5001,0.43
4178,5001,1
4193,5001,0.481
4308,5001,0.505
4336,5001,0.5
4350,5001,0.367
4436,5001,0.131
4440,5001,0.512
4465,5001,0.549
4523,5001,0.511
4528,5001,0.234
4536,5001,0.51
4578,5001,0.493
4581,5001,0.306
4597,5001,0.516
4607,5001,0.181
4628,5001,0.525
4629,5001,0.571
4642,5001,0.452
4680,5001,0.214
4691,5001,0.379
4699,5001,0.419
4704,5001,0.521
4716,5001,0.805
4821,5001,0.214
4838,5001,0.535
4864,5001,0.143
4891,5001,0.417
4895,5001,0.109
16,5009,0.614
1476,5009,0.815
2137,5009,0.3
2594,5009,0.526
4143,5009,0.547
4866,5009,0.59
2509,5013,0.414
533,5022,0.374
2720,5022,0.319
2889,5022,0.322
2829,5026,0.451
1406,5031,1
2038,5031,1
1562,5075,1
1647,5075,0.352
1671,5075,0.415
2083,5075,0.763
2891,5075,0.341
4681,5075,0.509
17,5081,0.743
1053,5081,0.466
2838,5087,0.479
5001,5092,0.464
5001,5116,0.512
1562,5117,1
1647,5117,0.352
1671,5117,0.736
2891,5117,0.436
4681,5117,0.575
1562,5119,1
1647,5119,0.36
1671,5119,0.792
2891,5119,0.455
4681,5119,0.588
1265,5148,1
4308,5148,0.663
3429,5150,0.594
5001,5152,0.456
134,5158,0.501
960,5158,0.576
962,5158,0.577
963,5158,0.685
2105,5158,0.671
3370,5158,0.518
3476,5158,0.644
1869,5162,1
173,5174,0.57
2120,5174,0.255
5001,5177,0.507
1615,5187,0.487
1454,5189,0.379
1732,5189,0.505
2120,5189,0.248
2721,5189,0.544
2891,5189,0.352
4454,5189,0.147
4455,5189,0.147
3249,5190,1
5001,5199,0.492
5001,5204,0.411
1136,5227,1
1562,5233,1
1647,5233,0.326
1671,5233,0.489
2891,5233,0.423
4681,5233,0.614
2107,5249,1
2721,5250,0.637
1972,5260,1
2680,5260,0.625
4700,5292,0.491
5001,5312,1
1562,5316,1
1647,5316,0.355
1671,5316,0.473
2891,5316,0.367
4681,5316,0.571
5001,5324,0.517
5001,5329,0.425
5001,5356,0.46
5001,5365,0.954
163,5375,0.366
463,5375,0.411
478,5375,0.4
479,5375,0.417
555,5375,0.368
610,5375,0.254
727,5375,0.297
814,5375,0.341
859,5375,0.29
1868,5375,0.467
1920,5375,0.815
1926,5375,0.318
1963,5375,0.343
2138,5375,0.399
2170,5375,0.342
2813,5375,0.426
2893,5375,0.287
2933,5375,0.334
3371,5375,0.213
3659,5375,0.36
3693,5375,0.341
3830,5375,0.248
3879,5375,0.18
4277,5375,0.364
4440,5375,0.344
5075,5375,0.356
5117,5375,0.36
5119,5375,0.366
5233,5375,0.393
5316,5375,0.338
5001,5408,0.572
1346,5409,0.754
798,5418,0.367
2114,5421,0.214
5001,5434,0.238
1924,5437,0.418
5001,5439,0.14
5001,5447,0.14
1562,5449,1
1647,5449,0.391
1671,5449,0.526
2891,5449,0.348
4681,5449,0.506
5375,5449,0.36
5001,5466,1
610,5467,0.632
3798,5467,0.657
4094,5488,0.757
2362,5507,0.612
5001,5507,0.8
5001,5513,0.642
5001,5514,0.477
5081,5548,0.183
1562,5576,1
1647,5576,0.344
1671,5576,0.517
2891,5576,0.416
4681,5576,0.492
5375,5576,0.369
1562,5585,0.69
1647,5585,0.217
1671,5585,0.514
2891,5585,0.265
4681,5585,0.312
5375,5585,0.218
3534,5588,0.421
1562,5590,1
1647,5590,0.292
1671,5590,0.599
2891,5590,0.403
4681,5590,0.464
5375,5590,0.342
1562,5594,0.815
1647,5594,0.324
1671,5594,0.448
2891,5594,0.356
4681,5594,0.39
5375,5594,0.324
5001,5632,0.261
5001,5636,0.477
3281,5637,0.469
5518,5637,0.506
5001,5649,0.47
683,5654,0.563
3476,5654,0.515
3531,5662,0.555
5001,5662,0.502
163,5679,0.404
463,5679,0.479
478,5679,0.469
479,5679,0.485
555,5679,0.436
610,5679,0.31
727,5679,0.368
814,5679,0.421
859,5679,0.345
1868,5679,0.452
1920,5679,0.815
1926,5679,0.366
1963,5679,0.376
2138,5679,0.462
2170,5679,0.415
2813,5679,0.477
2893,5679,0.327
2933,5679,0.403
3371,5679,0.223
3659,5679,0.4
3693,5679,0.39
3830,5679,0.264
3879,5679,0.143
4277,5679,0.446
4440,5679,0.428
5075,5679,0.405
5117,5679,0.422
5119,5679,0.434
5233,5679,0.414
5316,5679,0.402
5449,5679,0.434
5576,5679,0.447
5585,5679,0.258
5590,5679,0.376
5594,5679,0.358
1200,5692,0.367
1867,5704,0.412
4299,5732,1
960,5740,0.802
962,5740,0.625
963,5740,0.7
5158,5740,0.603
960,5741,0.754
962,5741,0.56
963,5741,0.78
5158,5741,0.652
5740,5741,0.799
5001,5744,0.495
683,5747,0.503
700,5747,0.55
2322,5761,0.557
1159,5783,0.651
2138,5783,0.587
3766,5784,0.535
2640,5785,0.577
5081,5785,0.844
3244,5789,0.12
5001,5825,0.513
5001,5832,0.371
5001,5857,0.52
1454,5862,0.254
1732,5862,0.512
2120,5862,0.276
2721,5862,0.655
2891,5862,0.416
4454,5862,0.147
4455,5862,0.147
1669,5863,0.533
1562,5866,1
1647,5866,0.352
1671,5866,0.558
2891,5866,0.462
4681,5866,0.489
5375,5866,0.403
5679,5866,0.472
1103,5871,0.595
1562,5888,1
1647,5888,0.59
1671,5888,1
2891,5888,1
4681,5888,1
5375,5888,0.815
5679,5888,0.815
1562,5893,0.367
1647,5893,0.289
1671,5893,0.217
2891,5893,0.215
4681,5893,0.331
5375,5893,0.259
5679,5893,0.278
1516,5904,0.238
5001,5906,0.362
5001,5918,0.427
5001,5919,0.447
5001,5920,0.14
3257,5923,0.261
4449,5925,0.477
5001,5934,0.236
5001,5936,0.578
197,5939,0.468
2862,5939,0.652
2890,5939,0.504
5001,5940,1
1038,5951,0.579
2813,5951,0.643
3255,5951,0.6
1580,5954,0.466
3075,5956,0.5
5001,5956,0.633
1764,5971,0.543
1315,5979,0.432
3766,5979,0.834
5544,5979,0.706
5934,5979,0.235
2191,5988,0.282
5311,5988,0.477
5665,5988,0.477
5001,5993,1
1502,5996,0.911
2477,5996,0.386
5324,5996,0.639
1290,6000,0.486
4524,6000,0.453
5001,6005,0.49
6005,6012,0.531
5001,6014,0.454
1562,6024,0.12
1647,6024,0.12
1671,6024,0.12
2891,6024,0.154
4681,6024,0.12
5375,6024,0.154
5679,6024,0.12
637,6048,0.551
2254,6048,0.647
3513,6048,0.476
5001,6049,0.34
5001,6053,0.262
5001,6058,0.355
2205,6059,0.637
5001,6059,0.617
5001,6067,0.453
5001,6070,0.262
1562,6073,1
1647,6073,0.274
1671,6073,0.391
2891,6073,0.577
4681,6073,0.431
5375,6073,0.269
5679,6073,0.327
1498,6082,0.118
5001,6082,0.252
5001,6083,1
5001,6127,0.421
5001,6158,0.686
5735,6178,1
2640,6189,0.637
5979,6189,0.546
5001,6214,0.454
71,6228,0.058
5735,6228,0.104
350,6233,1
5001,6251,0.55
6251,6252,0.823
2171,6260,0.562
5001,6266,0.532
3608,6278,1
5001,6278,0.214
5001,6282,0.489
5001,6283,0.512
5001,6288,0.512
5001,6290,0.621
683,6291,0.506
3420,6291,0.477
5001,6291,0.504
232,6294,0.622
3061,6294,0.509
5001,6295,0.471
940,6300,0.501
1038,6300,0.62
2891,6300,0.466
2992,6300,0.729
2997,6300,0.693
3028,6300,0.551
5018,6306,0.446
3217,6310,1
5001,6322,0.344
2733,6329,0.181
1907,6330,0.503
3896,6330,0.499
4,6331,0.52
144,6331,0.654
2076,6331,0.535
5001,6350,0.5
3420,6375,0.64
4699,6375,0.722
5001,6380,0.815
701,6388,0.595
5215,6388,0.528
5001,6389,0.602
5001,6391,0.386
3513,6400,0.543
6228,6401,0.18
144,6408,0.629
197,6408,0.525
960,6408,0.612
1919,6408,0.51
2721,6408,0.619
3225,6408,0.535
3272,6408,0.639
3833,6408,0.599
4488,6408,0.541
19,6411,0.671
5001,6434,0.446
5789,6437,0.568
5001,6438,0.476
3476,6453,0.214
5001,6454,0.225
4782,6458,0.493
5001,6458,0.435
5988,6458,0.477
3909,6468,0.262
1406,6487,0.569
4450,6493,1
5001,6493,1
6400,6538,0.671
2138,6540,1
5009,6540,1
6020,6540,1
4891,6541,0.49
5575,6542,1
358,6560,0.719
3735,6560,0.963
5001,6577,1
5001,6585,0.143
5162,6595,0.824
144,6603,0.609
163,6603,0.489
463,6603,0.539
478,6603,0.564
479,6603,0.575
555,6603,0.62
610,6603,0.462
727,6603,0.531
814,6603,0.567
859,6603,0.557
963,6603,0.518
1868,6603,0.48
1920,6603,1
1926,6603,0.495
1963,6603,0.471
2070,6603,0.593
2138,6603,0.522
2170,6603,0.494
2332,6603,0.726
2628,6603,0.494
2813,6603,0.613
2893,6603,0.541
2933,6603,0.528
2939,6603,0.489
3371,6603,0.183
3659,6603,0.461
3693,6603,0.567
3830,6603,0.216
3879,6603,0.143
4089,6603,0.538
4140,6603,0.653
4277,6603,0.55
4440,6603,0.565
4465,6603,0.629
5075,6603,0.436
5117,6603,0.666
5119,6603,0.711
5233,6603,0.463
5316,6603,0.51
5449,6603,0.499
5576,6603,0.554
5585,6603,0.363
5590,6603,0.475
5594,6603,0.546
5866,6603,0.6
5888,6603,1
5893,6603,0.224
6024,6603,0.12
6073,6603,0.744
6300,6603,0.593
1834,6629,0.182
2007,6630,0.69
5001,6634,0.182
1133,6636,0.769
713,6661,0.491
3953,6661,0.689
4700,6661,0.43
5001,6661,0.471
5001,6675,0.214
5381,6676,0.166
3844,6678,0.742
144,6688,0.547
197,6688,0.433
960,6688,0.591
1919,6688,0.383
2721,6688,0.504
3225,6688,0.699
3272,6688,0.551
3833,6688,0.463
4488,6688,0.641
6408,6688,0.592
1043,6689,0.498
1562,6708,0.489
1647,6708,0.187
1671,6708,0.301
2891,6708,0.243
4681,6708,0.248
5375,6708,0.181
5679,6708,0.221
6603,6708,0.333
206,6714,0.649
1038,6718,0.362
1562,6718,0.328
1647,6718,0.252
1671,6718,0.184
2891,6718,0.148
4681,6718,0.301
5001,6718,0.238
5375,6718,0.189
5679,6718,0.235
6603,6718,0.201
1562,6725,1
1647,6725,0.331
1671,6725,0.412
2891,6725,0.432
4681,6725,0.498
5375,6725,0.311
5679,6725,0.368
6603,6725,0.523
76,6784,0.723
5013,6784,0.74
4152,6785,0.815
5001,6842,0.11
5488,6854,0.592
5001,6856,0.171
3438,6874,0.626
5001,6892,0.222
5001,6898,0.471
2138,6906,1
2999,6906,1
3027,6906,1
4378,6906,1
5784,6906,1
5001,6915,0.273
5001,6924,0.477
5001,6927,1
1562,6933,0.367
1647,6933,0.896
1671,6933,0.231
2891,6933,0.215
4681,6933,0.281
5375,6933,0.658
5679,6933,0.883
6603,6933,0.224
5001,6944,0.478
1116,6945,0.181
4081,6945,1
4629,6950,0.758
2864,6958,1
6540,6958,1
5001,6971,0.539
1562,6981,1
1647,6981,0.328
1671,6981,0.44
2891,6981,0.359
4681,6981,0.6
5375,6981,0.347
5679,6981,0.373
6603,6981,0.456
5001,6984,0.367
2360,6989,0.85
5001,6990,0.505
4785,7001,0.477
5001,7001,0.193
5001,7004,1
821,7022,0.567
213,7031,0.537
6458,7031,0.572
6669,7031,0.454
6784,7031,0.555
6984,7031,1
5001,7048,0.624
5779,7058,0.748
5941,7059,1
5001,7065,0.495
1038,7078,0.565
5001,7082,0.266
545,7087,0.476
2788,7087,0.635
5001,7093,0.391
5001,7094,0.487
5001,7095,0.447
5001,7098,0.447
3509,7124,0.624
5001,7186,0.441
5488,7203,0.602
1951,7214,0.494
2462,7214,0.657
2540,7214,0.279
1077,7218,0.368
1230,7218,0.452
5001,7221,0.471
1454,7228,0.186
1732,7228,0.422
2120,7228,0.242
2721,7228,0.565
2891,7228,0.432
4454,7228,0.147
4455,7228,0.147
342,7232,0.564
3951,7232,0.415
5001,7234,0.436
3420,7253,0.51
2117,7268,0.367
5712,7268,0.19
1038,7276,0.535
1454,7276,0.361
1732,7276,0.503
2120,7276,0.239
2721,7276,0.481
2891,7276,0.352
2992,7276,0.508
2997,7276,0.469
3028,7276,0.532
4454,7276,0.147
4455,7276,0.147
6603,7276,0.454
342,7277,0.569
5001,7288,0.492
5971,7289,0.566
2138,7292,0.563
4805,7292,0.56
5939,7313,0.561
2191,7314,1
6541,7314,0.367
4622,7336,1
5001,7344,0.589
5001,7354,0.143
5001,7356,0.508
1562,7375,1
1647,7375,0.366
1671,7375,0.568
2891,7375,0.461
4681,7375,0.488
5375,7375,0.384
5679,7375,0.452
6603,7375,0.631
5001,7392,0.548
1924,7414,0.553
2733,7422,0.399
5001,7428,0.473
554,7433,0.553
1907,7433,0.561
4308,7433,0.608
5544,7433,0.51
5979,7433,0.463
1562,7434,1
1647,7434,0.304
1671,7434,0.389
2891,7434,0.488
3953,7434,0.478
4681,7434,0.487
5001,7434,0.718
5018,7434,0.408
5375,7434,0.296
5679,7434,0.349
6603,7434,0.578
1043,7436,0.527
1454,7464,0.254
1732,7464,0.4
2120,7464,0.242
2721,7464,0.452
2891,7464,0.318
4454,7464,0.147
4455,7464,0.147
2138,7481,0.394
2817,7490,0.625
3836,7550,1
5001,7552,0.391
5661,7555,0.69
7426,7555,0.69
5001,7557,0.128
1014,7569,0.262
4699,7569,0.729
5001,7571,0.139
5001,7591,0.498
5001,7604,0.446
144,7609,0.525
197,7609,0.748
554,7609,0.497
960,7609,0.512
1907,7609,0.488
