4,144,0.619
144,197,0.56
203,463,0.509
511,713,0.739
637,814,0.614
195,959,0.359
144,960,0.652
197,960,0.489
203,962,0.483
960,962,0.781
960,963,0.61
962,963,0.56
144,1038,0.62
478,1038,0.594
554,1038,0.756
963,1038,0.649
995,1050,0.419
211,1062,1
1109,1110,0.867
1133,1136,1
1053,1159,0.36
338,1160,0.187
358,1299,0.789
350,1343,0.477
163,1454,0.085
172,1454,0.129
371,1454,0.154
995,1454,0.334
1119,1454,0.274
1121,1454,0.22
1375,1454,0.384
1382,1454,0.113
1412,1454,0.219
163,1562,1
463,1562,1
478,1562,1
479,1562,1
555,1562,1
610,1562,0.69
727,1562,1
814,1562,1
859,1562,1
40,1614,0.577
701,1632,0.691
163,1647,0.306
463,1647,0.398
478,1647,0.454
479,1647,0.432
555,1647,0.355
610,1647,0.26
727,1647,0.312
814,1647,0.373
859,1647,0.296
1516,1651,0.643
961,1666,0.706
163,1671,0.47
463,1671,0.554
478,1671,0.525
479,1671,0.536
555,1671,0.576
610,1671,0.42
727,1671,0.617
814,1671,0.495
859,1671,0.406
918,1715,0.214
667,1721,0.364
163,1732,0.326
172,1732,0.606
371,1732,0.376
995,1732,0.452
1119,1732,0.507
1121,1732,0.554
1375,1732,0.514
1382,1732,0.471
1412,1732,0.406
988,1839,1
1574,1841,0.262
1271,1844,0.129
1562,1868,1
1647,1868,0.414
1671,1868,0.441
195,1907,0.407
197,1907,0.514
554,1907,0.639
1038,1907,0.597
144,1919,0.544
197,1919,0.812
960,1919,0.441
1562,1920,1
1647,1920,0.59
1671,1920,1
637,1924,0.581
1043,1924,0.446
1474,1924,0.486
1562,1926,1
1647,1926,0.303
1671,1926,0.633
1632,1951,0.606
1562,1963,1
1647,1963,0.297
1671,1963,0.46
879,2038,0.158
1038,2070,0.62
688,2074,1
4,2076,0.724
144,2076,0.677
60,2105,0.548
163,2120,0.176
172,2120,0.286
371,2120,0.235
995,2120,0.278
1119,2120,0.235
1121,2120,0.226
1375,2120,0.255
1382,2120,0.23
1412,2120,0.308
1603,2120,0.37
185,2138,0.518
1562,2138,1
1647,2138,0.407
1671,2138,0.476
1562,2170,1
1647,2170,0.371
1671,2170,0.457
1038,2176,0.6
1942,2205,0.108
2137,2205,0.266
610,2244,0.323
39,2276,0.633
2277,2279,0.783
1230,2293,0.185
2226,2300,1
1159,2302,0.535
1038,2332,0.542
798,2361,1
77,2412,1
145,2462,1
1954,2462,0.938
1358,2508,0.548
1666,2509,0.598
2221,2509,1
1319,2548,0.685
909,2602,1
1038,2628,0.528
1717,2635,0.603
2668,2669,1
144,2721,0.657
163,2721,0.51
172,2721,1
197,2721,0.511
371,2721,0.633
545,2721,0.547
960,2721,0.646
995,2721,0.481
1119,2721,0.582
1121,2721,0.662
1375,2721,0.619
1382,2721,0.791
1412,2721,0.439
1454,2721,0.131
1732,2721,0.44
1919,2721,0.481
2120,2721,0.228
1690,2794,1
1038,2813,0.667
1562,2813,1
1647,2813,0.371
1671,2813,0.64
2300,2813,1
481,2827,0.745
545,2852,1
176,2856,0.136
1503,2856,0.15
514,2862,0.268
2720,2862,0.25
959,2890,0.432
1603,2890,0.487
144,2891,0.48
163,2891,0.42
172,2891,1
371,2891,0.382
463,2891,0.431
478,2891,0.454
479,2891,0.465
555,2891,0.475
610,2891,0.336
727,2891,0.348
814,2891,0.382
859,2891,0.464
963,2891,0.453
995,2891,0.31
1119,2891,0.424
1121,2891,0.477
1375,2891,0.349
1382,2891,0.448
1412,2891,0.333
1868,2891,0.362
1920,2891,1
1926,2891,0.382
1963,2891,0.404
2070,2891,0.466
2138,2891,0.414
2170,2891,0.341
2332,2891,0.644
2628,2891,0.371
2721,2891,0.403
2813,2891,0.531
1562,2893,0.367
1647,2893,0.349
1671,2893,0.187
2891,2893,0.549
2891,2895,0.788
1038,2907,0.726
2176,2907,0.666
2721,2915,0.634
1562,2933,1
1647,2933,0.328
1671,2933,0.489
2891,2933,0.383
1038,2939,0.572
2176,2939,0.672
2891,2939,0.355
2907,2939,0.614
1516,2984,0.441
144,2992,0.649
478,2992,0.589
963,2992,0.509
2070,2992,0.729
2332,2992,0.51
2628,2992,0.552
2939,2992,0.555
144,2997,0.62
478,2997,0.562
963,2997,0.657
2070,2997,0.693
2332,2997,0.487
2628,2997,0.508
2939,2997,0.664
858,3007,0.498
878,3007,1
144,3028,0.623
478,3028,0.563
963,3028,0.704
2070,3028,0.551
2332,3028,0.512
2628,3028,0.529
2939,3028,0.619
863,3043,0.548
1454,3060,0.326
1732,3060,0.454
2120,3060,0.229
2721,3060,0.481
2891,3060,0.354
232,3061,0.4
1454,3061,0.357
1732,3061,0.48
2120,3061,0.238
2721,3061,0.486
2891,3061,0.356
610,3106,0.343
1516,3122,0.282
1823,3158,1
1516,3199,0.328
144,3225,0.597
197,3225,0.499
960,3225,0.578
1919,3225,0.49
2721,3225,0.543
2044,3234,0.2
2355,3237,1
3237,3238,0.896
3238,3239,0.605
3240,3241,1
1038,3255,0.496
2813,3255,0.543
1038,3266,0.632
1924,3266,0.567
2176,3266,0.597
2337,3266,0.668
2907,3266,0.548
2939,3266,0.564
144,3272,0.67
197,3272,0.546
960,3272,0.672
1919,3272,0.534
2721,3272,0.673
3225,3272,0.54
2191,3278,1
1568,3281,1
3281,3297,0.521
195,3309,0.483
821,3309,0.608
2083,3309,0.541
3136,3309,0.129
1836,3341,0.294
2180,3342,0.543
134,3370,0.709
1562,3371,0.262
1647,3371,0.233
1671,3371,0.178
2891,3371,0.186
1043,3402,1
511,3420,0.681
1611,3420,0.878
2076,3420,0.57
2890,3420,0.455
3239,3452,1
3240,3452,0.828
3241,3452,0.828
3452,3453,1
2602,3471,1
3299,3475,0.615
701,3476,0.834
3255,3478,0.491
142,3494,0.739
1043,3494,0.624
2254,3513,0.582
2277,3544,0.489
1836,3571,0.367
3266,3579,0.443
2275,3616,0.56
1562,3659,1
1647,3659,0.344
1671,3659,0.442
2891,3659,0.388
1715,3663,0.214
858,3669,0.222
3281,3674,0.664
3420,3674,0.792
1562,3693,1
1647,3693,0.339
1671,3693,0.51
2891,3693,0.382
3735,3779,0.681
1050,3792,0.682
1562,3830,0.328
1647,3830,0.277
1671,3830,0.208
2891,3830,0.212
144,3833,0.643
197,3833,0.624
960,3833,0.609
1919,3833,0.57
2721,3833,0.633
3225,3833,0.517
3272,3833,0.656
1494,3835,0.113
2635,3840,0.603
4,3844,0.569
1454,3856,0.102
1732,3856,0.356
2120,3856,0.205
2721,3856,0.598
2891,3856,0.364
2794,3878,1
1562,3879,0.143
1647,3879,0.143
1671,3879,0.53
2891,3879,0.18
554,3891,0.513
1413,3891,0.686
1907,3891,0.507
2277,3891,0.492
2279,3891,0.456
2509,3891,0.411
3658,3891,0.599
3766,3891,0.44
350,3896,1
1907,3896,0.477
2070,3896,0.53
2277,3896,0.51
2279,3896,0.501
3891,3896,0.877
1454,3909,0.129
1611,3951,0.264
2083,3952,0.527
700,3983,0.557
1603,3983,0.626
1454,4002,0.307
1732,4002,0.48
2120,4002,0.239
2721,4002,0.579
2891,4002,0.397
2205,4064,0.576
1038,4089,0.567
2078,4089,0.708
2891,4089,0.352
2992,4089,0.62
2997,4089,0.566
3028,4089,0.539
1632,4094,0.514
2083,4094,0.513
3420,4094,0.636
3983,4094,0.416
2226,4135,0.367
1038,4140,0.623
2891,4140,0.418
2992,4140,0.641
2997,4140,0.597
3028,4140,0.565
2371,4180,0.214
2337,4243,0.435
3614,4248,1
1159,4253,1
1562,4277,1
1647,4277,0.401
1671,4277,0.56
2891,4277,0.369
3674,4283,0.412
2274,4308,0.516
1405,4348,0.702
777,4411,0.283
1454,4411,0.382
1732,4411,0.386
2120,4411,0.183
2721,4411,0.312
2891,4411,0.211
1562,4440,1
1647,4440,0.387
1671,4440,0.512
2891,4440,0.373
163,4454,0.147
172,4454,0.147
371,4454,0.147
995,4454,0.147
1119,4454,0.147
1121,4454,0.147
1375,4454,0.147
1382,4454,0.147
1412,4454,0.147
2721,4454,0.147
3060,4454,0.147
3061,4454,0.147
3856,4454,0.147
4002,4454,0.147
4411,4454,0.092
163,4455,0.147
172,4455,0.147
371,4455,0.147
995,4455,0.147
1119,4455,0.147
1121,4455,0.147
1375,4455,0.147
1382,4455,0.147
1412,4455,0.147
2721,4455,0.147
3060,4455,0.147
3061,4455,0.147
3856,4455,0.147
4002,4455,0.147
4411,4455,0.092
1038,4465,0.614
2891,4465,0.493
2992,4465,0.587
2997,4465,0.584
3028,4465,0.605
3420,4465,0.587
1454,4479,0.1
1732,4479,0.38
2120,4479,0.209
2721,4479,0.646
2891,4479,0.441
4454,4479,0.147
4455,4479,0.147
700,4480,0.145
1374,4480,0.145
144,4488,0.637
197,4488,0.491
960,4488,0.649
1919,4488,0.443
2721,4488,0.531
3225,4488,0.622
3272,4488,0.562
3833,4488,0.508
1836,4498,0.861
3494,4511,0.144
210,4578,1
3897,4622,1
1794,4627,0.25
554,4629,0.868
1031,4629,0.659
1907,4629,0.719
3372,4629,0.49
3891,4629,0.601
2302,4636,0.615
173,4642,0.602
4094,4642,0.6
163,4681,0.521
463,4681,0.52
478,4681,0.519
479,4681,0.524
555,4681,0.511
610,4681,0.356
727,4681,0.459
814,4681,0.47
859,4681,0.536
1868,4681,0.456
1920,4681,1
1926,4681,0.455
1963,4681,0.522
2138,4681,0.479
2170,4681,0.461
2813,4681,0.53
2893,4681,0.296
2933,4681,0.551
3371,4681,0.23
3659,4681,0.517
3693,4681,0.568
3830,4681,0.294
3879,4681,0.143
4277,4681,0.511
4440,4681,0.529
1399,4688,0.079
2161,4688,1
3983,4692,0.487
1669,4698,0.609
4135,4698,1
1951,4699,0.733
3840,4699,0.754
2083,4700,0.845
195,4701,0.387
941,4701,0.7
1198,4701,0.787
1454,4704,0.319
1732,4704,0.524
2120,4704,0.254
2721,4704,0.662
2891,4704,0.432
4454,4704,0.147
4455,4704,0.147
3979,4709,0.122
1109,4714,0.83
4269,4760,0.528
1405,4765,0.338
1574,4765,1
1841,4766,0.262
2191,4766,0.75
4760,4766,0.738
683,4782,0.628
2191,4792,1
1945,4838,0.704
2170,4838,0.605
76,4856,0.388
1054,4862,1
2100,4862,0.695
3592,4866,0.595
3792,4866,0.71
2117,4867,1
701,4896,0.657
940,4902,0.56
1000,4928,0.634
4765,4942,1
1924,4999,0.142
2226,4999,0.161
7,5001,0.546
19,5001,0.516
23,5001,0.477
29,5001,0.142
53,5001,0.158
57,5001,0.457
60,5001,0.42
108,5001,0.422
143,5001,0.479
145,5001,1
175,5001,0.143
176,5001,0.55
197,5001,0.43
218,5001,0.815
